"","annonceur","date","DateYear","DateMonth","DateDay","NomJour","EstFerie","SpecificationJour","TTC_Gazole","Impressions_BRANDING","Impressions_ROI","Clicks_BRANDING","Clicks_ROI","Budget_Depense_NON_Cappe_BRANDING","Budget_Depense_NON_Cappe_ROI","INTERNET_DISPLAY_InvestissementsEnEuros","PRESSE_InvestissementsEnEuros_QUOT_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO","RADIO_InvestissementsEnEuros","TV_NAT_InvestissementsEnEuros","TV_TNT_InvestissementsEnEuros","TV_InvestissementsEnEuros","TV_NAT_GRP","TV_TNT_GRP","TV_GRP","MOBILE_Volume_Achete","MOBILE_Net_Budget_LC","Investissement_Affichage","INTERNET_DISPLAY_InvestissementsEnEuros_BMW","PRESSE_InvestissementsEnEuros_QUOT_AUTO_BMW","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO_BMW","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO_BMW","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO_BMW","RADIO_InvestissementsEnEuros_BMW","TV_NAT_InvestissementsEnEuros_BMW","TV_NAT_GRP_BMW","TV_TNT_InvestissementsEnEuros_BMW","TV_TNT_GRP_BMW","Investissement_Affichage_BMW","INTERNET_DISPLAY_InvestissementsEnEuros_MERCEDES","PRESSE_InvestissementsEnEuros_QUOT_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO_MERCEDES","RADIO_InvestissementsEnEuros_MERCEDES","TV_NAT_InvestissementsEnEuros_MERCEDES","TV_NAT_GRP_MERCEDES","TV_TNT_InvestissementsEnEuros_MERCEDES","TV_TNT_GRP_MERCEDES","Investissement_Affichage_MERCEDES","ConfigStarted","ConfigCompleted","UniqueVisitor","UtileVisitor","Nombre_inscription_S","Nombre_inscription_Non_S","Nombre_inscription","JourNormalise","IsMondialAuto2014","IsOPO","IsPrimeAlaCasse","IsJourdelan","IsPentecôte","IsAsscention","IsPâcques","IsFêtedutravail","Is08Mais","Is14Juillet","Is15août","IspremierNovembre","Is11Novembre","IsNoël"
"268","AUDI",2014-09-25,"2014","9","25","Jeudi",0,"Jour Ordinaire",1.2868,1832939.88,2186665.12,10274.205,5654.795,12771.0308510838,7597.43940582814,140119,161479,62600,0,0,3640,0,0,0,0,0,0,86054.380952381,933.332380952381,74138,6237,5671,250630,0,0,0,98100,494,17776,101,183719,28560,29691,26600,0,0,0,134680,776,44944,270,5761,16091,3882,20170,14630,151,11,162,0.734246575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","AUDI",2014-09-26,"2014","9","26","Vendredi",0,"Jour Ordinaire",1.2868,1914372.36,2283812.64,10576.71,5821.29,10417.6638735826,6197.43002367831,140119,156646,185600,0,0,3210,0,0,0,0,0,0,86054.380952381,933.332380952381,74138,6237,22739,233500,0,0,0,62000,335,34808,221,183719,28560,8359,141800,0,0,0,44080,236,23324,163,5761,16486,3912,19601,14383,99,11,110,0.736986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","AUDI",2014-09-27,"2014","9","27","Samedi",0,"Jour Ordinaire",1.2868,1868619.144,2229229.856,5755.335,3167.665,6874.20686862717,4089.44044975747,140119,67000,0,0,0,2560,0,0,0,0,0,0,86054.380952381,933.332380952381,74138,6237,29656,86226,0,0,79865,188800,1082,30924,152,183719,28560,466817,0,0,0,79865,107550,566,19731,126,5761,17272,4210,19628,14476,49,4,53,0.73972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","AUDI",2014-09-28,"2014","9","28","Dimanche",1,"Jour Ordinaire",1.2886,1922794.224,2293859.776,5804.355,3194.645,4900.83664549102,2915.48974285192,140119,94000,0,0,0,4190,0,0,0,0,0,0,86054.380952381,933.332380952381,51741,6237,659,0,0,0,96000,318200,1991,17400,85,108488,28560,5942,0,0,0,96000,60880,383,19235,146,5999,19740,4842,23264,17400,16,5,21,0.742465753424657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","AUDI",2014-09-29,"2014","9","29","Lundi",0,"Jour Ordinaire",1.2886,2150617.296,2565648.704,7503.285,4129.715,8908.0294241058,5299.3540274186,140119,220890,0,0,0,2650,0,0,0,0,0,0,86054.380952381,933.332380952381,51741,6237,0,0,0,0,120470,0,0,21553,100,108488,28560,113,37125,0,0,120470,0,0,0,0,5999,18901,4618,23917,17161,115,19,134,0.745205479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","AUDI",2014-09-30,"2014","9","30","Mardi",0,"Jour Ordinaire",1.2886,1820981.736,2172399.264,3295.305,1813.695,8016.50908096408,4768.9918456134,140119,797377,0,0,0,3640,0,0,0,0,0,0,86054.380952381,933.332380952381,51741,6237,0,64600,0,0,122595,0,0,36250,154,108488,28560,98578,0,0,0,122595,0,0,0,0,5999,16968,4088,20476,15285,68,15,83,0.747945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","AUDI",2014-10-01,"2014","10","1","Mercredi",0,"Jour Ordinaire",1.2886,1152709.632,1375162.368,3573.3,1966.7,7249.0589475091,4312.43857642886,163161,16644,103500,0,0,0,0,0,0,0,0,0,86054.380952381,933.332380952381,51741,16852,8404,107050,0,0,0,77900,463,32420,139,108488,44246,2700,103919,0,0,0,0,0,0,0,5999,16237,3949,18997,14378,86,11,97,0.750684931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","AUDI",2014-10-02,"2014","10","2","Jeudi",0,"Jour Ordinaire",1.2886,1849875.264,2206868.736,3615.225,1989.775,8762.66683030226,5212.87835359289,163161,215400,681,0,0,3330,0,0,0,0,0,0,86054.380952381,933.332380952381,51741,16852,0,159490,0,0,0,42120,216,34440,192,108488,44246,1098,275120,0,0,0,0,0,0,0,5999,17648,4273,21368,15920,89,18,107,0.753424657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","AUDI",2014-10-03,"2014","10","3","Vendredi",0,"Jour Ordinaire",1.2886,2012374.968,2400728.032,3403.665,1873.335,7852.30157451182,4671.30540238103,163161,794110,104145,0,0,4470,0,0,0,0,0,0,86054.380952381,933.332380952381,51741,16852,368521,179590,0,0,0,47000,256,43160,193,108488,44246,362711,133100,0,0,0,0,0,0,0,5999,17577,4167,21631,15955,100,12,112,0.756164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","AUDI",2014-10-04,"2014","10","4","Samedi",0,"Jour Ordinaire",1.2886,1891354.392,2256352.608,3203.715,1763.285,4731.9248275798,2815.00472198926,163161,0,86600,0,0,2130,0,0,0,0,0,0,86054.380952381,933.332380952381,51741,16852,4170,0,0,0,85341,0,0,21903,140,108488,44246,6719,0,0,0,85341,0,0,0,0,5999,18770,4555,22398,16577,42,26,68,0.758904109589041,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","AUDI",2014-10-05,"2014","10","5","Dimanche",1,"Jour Ordinaire",1.2776,1906350.408,2274242.592,3782.925,2082.075,4767.55672323149,2836.20200600533,163161,0,0,0,0,3000,0,0,0,0,0,0,86054.380952381,933.332380952381,17103,16852,0,0,0,0,93944,136184,1477,20451,91,18534,44246,2595,0,0,0,93944,0,0,0,0,13147,21017,5259,25202,18978,63,50,113,0.761643835616438,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","AUDI",2014-10-06,"2014","10","6","Lundi",0,"Jour Ordinaire",1.2776,2101476.456,2507024.544,4638.195,2552.805,8986.20358739404,5345.8595503955,163161,0,6001,0,0,18930,0,0,0,0,0,0,0,0,17103,16852,118800,9200,0,0,115955,0,0,31563,139,18534,44246,117846,32800,0,0,115955,0,0,0,0,13147,18549,4652,23944,17346,125,33,158,0.764383561643836,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","AUDI",2014-10-07,"2014","10","7","Mardi",0,"Jour Ordinaire",1.2776,1879166.88,2241813.12,3179.205,1749.795,7469.37019682945,4443.50093049025,163161,790420,0,0,0,19493,0,0,0,0,0,0,0,0,17103,16852,13291,32300,0,0,108177,4000,27,35741,207,18534,44246,25519,0,0,0,108177,0,0,0,0,13147,19714,5605,29271,21058,131,40,171,0.767123287671233,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","AUDI",2014-10-08,"2014","10","8","Mercredi",0,"Jour Ordinaire",1.2776,1797979.728,2144958.272,6943.425,3821.575,7016.07473215798,4173.83712136352,163161,34460,129700,121258,29900,18810,0,0,0,0,0,0,0,0,17103,16852,2424,103251,0,0,11288,0,0,49585,293,18534,44246,105475,109859,0,0,11288,0,0,0,0,13147,18688,5236,26577,19369,152,42,194,0.76986301369863,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","AUDI",2014-10-09,"2014","10","9","Jeudi",0,"Jour Ordinaire",1.2776,1741061.808,2077056.192,7407.18,4076.82,6009.47960700929,3575.01737386677,163161,1780,124081,0,0,24174,0,0,0,0,0,0,0,0,17103,16852,4890,53300,0,0,10220,13770,428,48892,357,18534,44246,1262,73200,0,0,10220,0,0,0,0,13147,17368,4683,22316,16459,153,36,189,0.772602739726027,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","AUDI",2014-10-10,"2014","10","10","Vendredi",0,"Jour Ordinaire",1.2776,6985101.936,8333104.064,65822.25,36227.75,26980.46472143,16050.579491377,163161,791780,106131,0,0,26479,0,0,0,0,0,0,0,0,17103,16852,49857,113000,0,0,9864,43880,306,36111,239,18534,44246,40435,0,0,0,9864,0,0,0,0,13147,19860,6312,24391,17533,141,51,192,0.775342465753425,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","AUDI",2014-10-11,"2014","10","11","Samedi",0,"Jour Ordinaire",1.2776,1660989.576,1981531.424,11606.13,6387.87,4277.76868523294,2544.82889887063,163161,3214,0,0,0,13978,0,0,0,0,0,0,0,0,17103,16852,38078,0,0,0,7287,17900,159,31472,224,18534,44246,7468,0,0,0,7287,0,0,0,0,13147,19487,4923,22600,17076,64,36,100,0.778082191780822,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"285","AUDI",2014-10-12,"2014","10","12","Dimanche",1,"Jour Ordinaire",1.2545,1592792.496,1900173.504,14656.335,8066.665,4351.84669283387,2588.89763385492,163161,0,0,0,0,18839,0,0,0,0,0,0,0,0,7314,16852,13793,0,0,0,8144,192457,1201,16426,150,428,44246,19046,0,0,0,8144,0,0,0,0,4595,22331,5631,25903,19989,78,37,115,0.780821917808219,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"286","AUDI",2014-10-13,"2014","10","13","Lundi",0,"Jour Ordinaire",1.2545,1659696.36,1979988.64,9573.09,5268.91,4542.86399808578,2702.53312804784,163161,0,0,0,0,28840,0,0,0,0,0,0,0,0,7314,16852,94500,0,0,0,10495,26900,159,23005,146,428,44246,119113,0,0,0,10495,0,0,0,0,4595,18616,4587,22478,16885,118,36,154,0.783561643835616,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","AUDI",2014-10-14,"2014","10","14","Mardi",0,"Jour Ordinaire",1.2545,1552127.328,1851660.672,7385.895,4065.105,6018.3853932671,3580.31539344279,163161,0,0,0,0,27200,0,0,0,0,0,0,0,0,7314,16852,0,0,0,0,9185,2835,21,42280,321,428,44246,29079,0,0,0,9185,0,0,0,0,4595,16780,4476,21237,15858,168,43,211,0.786301369863014,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","AUDI",2014-10-15,"2014","10","15","Mercredi",0,"Jour Ordinaire",1.2545,1633167.192,1948339.808,7304.625,4020.375,6298.07729125878,3746.703077575,163161,3283,229600,0,0,28280,0,0,0,0,0,0,0,0,7314,16852,51871,139100,0,0,10691,12717,85,44917,297,428,44246,13356,0,0,0,10691,0,0,0,0,4595,16937,4320,20795,15624,112,44,156,0.789041095890411,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","AUDI",2014-10-16,"2014","10","16","Jeudi",0,"Jour Ordinaire",1.2545,1378674.048,1644733.952,9882.69,5439.31,8630.37732087464,5134.17980970692,163161,1695,287100,0,0,22740,0,0,0,0,0,0,0,0,7314,16852,2771,21100,0,0,13593,25677,253,42514,334,428,44246,4958,17683,0,0,13593,0,0,0,0,4595,16042,4087,19673,14777,174,73,247,0.791780821917808,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","AUDI",2014-10-17,"2014","10","17","Vendredi",0,"Jour Ordinaire",1.2545,1359934.272,1622377.728,11915.73,6558.27,4484.70492694822,2667.93450997079,163161,54033,107700,0,0,26090,0,0,0,0,0,0,0,0,7314,16852,179664,51500,0,0,13176,72900,470,37010,286,428,44246,10204,0,0,0,13176,0,0,0,0,4595,16326,4057,19588,14852,136,52,188,0.794520547945205,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","AUDI",2014-10-18,"2014","10","18","Samedi",0,"Jour Ordinaire",1.2545,1354888.176,1616357.824,13862.34,7629.66,3262.8543999619,1941.06011353396,163161,2102,0,0,0,9960,0,0,0,0,0,0,0,0,7314,16852,7802,0,0,0,9367,42525,345,22980,159,428,44246,2930,84100,0,0,9367,0,0,0,0,4595,16733,3989,19054,14751,65,38,103,0.797260273972603,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","AUDI",2014-10-19,"2014","10","19","Dimanche",1,"Jour Ordinaire",1.2377,1429512.12,1705382.88,14098.41,7759.59,2855.80760731323,1698.90946974136,163161,0,0,0,0,4410,264375,8500,272875,823,42,865,0,0,42062,16852,0,0,0,0,0,98820,817,27937,211,0,44246,3476,0,0,0,0,0,0,0,0,8197,20120,4867,22786,17800,45,20,65,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","AUDI",2014-10-20,"2014","10","20","Lundi",0,"Jour Ordinaire",1.2377,2693998.296,3213892.704,30665.235,16877.765,8256.04419849841,4911.49040835711,163161,0,0,0,0,29296,9860,34595,44455,67,167,234,0,0,42062,16852,0,12600,0,0,0,0,0,0,0,0,44246,36895,60700,0,0,0,0,0,0,0,8197,20350,4916,32901,18050,75,18,93,0.802739726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","AUDI",2014-10-21,"2014","10","21","Mardi",0,"Jour Ordinaire",1.2377,1625205.432,1938841.568,5129.685,2823.315,6870.40102905456,4087.17636975654,163161,23142,0,0,0,28435,0,19380,19380,0,68,68,0,0,42062,16852,0,0,0,0,0,0,0,0,0,0,44246,205620,0,0,0,0,0,0,0,0,8197,19404,4538,21697,16839,117,18,135,0.805479452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","AUDI",2014-10-22,"2014","10","22","Mercredi",0,"Jour Ordinaire",1.2377,1579570.32,1884399.68,1804.065,992.935,6503.3384570226,3868.81219213625,163161,50712,140200,0,41630,29958,0,22270,22270,0,74,74,0,0,42062,16852,53424,0,0,0,0,0,0,0,0,0,44246,5580,0,0,0,0,0,0,0,0,8197,17587,4223,19936,15673,148,18,166,0.808219178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","AUDI",2014-10-23,"2014","10","23","Jeudi",0,"Jour Ordinaire",1.2377,1634568.024,1950010.976,4582.08,2521.92,5499.32533304685,3271.52846766583,163161,1413,150400,0,0,31860,10150,0,10150,73,0,73,0,0,42062,16852,2771,5810,0,0,0,0,0,0,0,0,44246,110026,169200,0,0,0,0,0,0,0,8197,19274,5144,22685,17317,94,18,112,0.810958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","AUDI",2014-10-24,"2014","10","24","Vendredi",0,"Jour Ordinaire",1.2377,1521786.912,1815465.088,6743.475,3711.525,8388.31431533637,4990.17741566263,163161,3160,140675,0,0,29836,70000,5850,75850,485,41,526,0,0,42062,16852,0,0,0,0,0,0,0,0,0,0,44246,552515,150500,0,0,0,0,0,0,0,8197,18732,4829,22716,17271,198,20,218,0.813698630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","AUDI",2014-10-25,"2014","10","25","Samedi",0,"Jour Ordinaire",1.2377,1591739.136,1898916.864,6633.18,3650.82,3664.7330870686,2180.13627029759,163161,8788,0,0,0,8261,32500,5600,38100,199,55,254,0,0,42062,16852,5975,0,0,0,0,0,0,0,0,0,44246,5461,84000,0,0,0,0,0,0,0,8197,19303,4761,21380,16384,60,6,66,0.816438356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","AUDI",2014-10-26,"2014","10","26","Dimanche",1,"Jour Ordinaire",1.2367,1581582.192,1886799.808,6140.4,3379.6,3396.78176657391,2020.73301265083,163161,0,0,0,0,13402,282250,7400,289650,1322,99,1421,0,0,20146,16852,69112,4660,0,0,0,0,0,0,0,4595,44246,4892,0,0,0,0,0,0,0,0,2670,27939,6760,29877,24063,47,18,65,0.819178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","AUDI",2014-10-27,"2014","10","27","Lundi",0,"Jour Ordinaire",1.2367,1024506.6,1222218.4,2100.765,1156.235,5308.32101278565,3157.90069819625,163161,0,0,0,0,13776,8100,24600,32700,90,180,270,0,0,20146,16852,0,0,0,0,0,0,0,0,0,4595,44246,120,0,0,0,0,0,0,0,0,2670,21036,5046,23645,18526,108,16,124,0.821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","AUDI",2014-10-28,"2014","10","28","Mardi",0,"Jour Ordinaire",1.2367,1067397.504,1273386.496,3785.505,2083.495,5940.22015599481,3533.81518052004,163161,5021,15372,0,0,13040,159250,29900,189150,628,179,807,0,0,20146,16852,0,30750,0,0,0,0,0,0,0,4595,44246,1491,0,0,0,0,0,0,0,0,2670,19591,4566,21542,16897,96,9,105,0.824657534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","AUDI",2014-10-29,"2014","10","29","Mercredi",0,"Jour Ordinaire",1.2367,1049824.632,1252422.368,5222.565,2874.435,4712.14640194302,2803.23860913038,163161,46233,50630,0,0,16688,5800,10400,16200,71,68,139,0,0,20146,16852,2424,94938,0,0,0,0,0,0,0,4595,44246,4555,0,0,0,0,0,0,0,0,2670,18553,4467,21252,16549,70,12,82,0.827397260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","AUDI",2014-10-30,"2014","10","30","Jeudi",0,"Jour Ordinaire",1.2367,1054794.576,1258351.424,4860.72,2675.28,6193.32570215448,3684.38674147308,163161,1751,182800,0,0,17110,132210,6700,138910,577,60,637,0,0,20146,16852,0,84285,0,0,0,0,0,0,0,4595,44246,2903,55992,0,0,0,0,0,0,0,2670,17840,4203,19921,15703,82,9,91,0.83013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","AUDI",2014-10-31,"2014","10","31","Vendredi",0,"Jour Ordinaire",1.2367,1045719.264,1247524.736,4968.435,2734.565,6012.99278019272,3577.10734770636,163161,3160,94820,0,0,17691,8100,17500,25600,95,142,237,0,0,20146,16852,0,9000,0,0,0,0,0,0,0,4595,44246,552526,0,0,0,0,0,0,0,0,2670,16971,3930,17869,14081,71,5,76,0.832876712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","AUDI",2014-11-01,"2014","11","1","Samedi",1,"premier Novembre",1.2367,352664.016,420721.984,4344.72,2391.28,3036.1198625634,1806.17656895718,45031,5014,9085,0,0,8133,12500,8000,20500,80,71,151,0,0,20146,48301,2849,65727,0,0,0,0,0,0,0,4595,44847,5461,111704,0,0,0,0,0,0,0,2670,17284,4093,18189,14622,28,3,31,0.835616438356164,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"306","AUDI",2014-11-02,"2014","11","2","Dimanche",1,"Jour Ordinaire",1.2425,363607.104,433776.896,4431.795,2439.205,2249.68506704705,1338.32939395303,45031,0,0,0,0,13652,244630,7700,252330,1206,94,1300,0,0,10936,48301,0,0,0,0,0,0,0,0,0,187156,44847,4264,0,0,0,0,0,0,0,0,28824,21421,5266,22038,18001,24,15,39,0.838356164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","AUDI",2014-11-03,"2014","11","3","Lundi",0,"Jour Ordinaire",1.2425,417384.552,497932.448,5181.285,2851.715,3776.60964124506,2246.6912219847,45031,63000,6001,0,0,19168,185600,51580,237180,772,438,1210,0,0,10936,48301,153600,25000,0,0,18640,0,0,0,0,187156,44847,630243,0,0,0,18640,0,0,0,0,28824,18342,4246,20609,16562,56,4,60,0.841095890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","AUDI",2014-11-04,"2014","11","4","Mardi",0,"Jour Ordinaire",1.2425,392683.488,468464.512,5923.68,3260.32,3801.05803251297,2261.23548026689,45031,6553,0,0,0,21907,0,39410,39410,0,353,353,0,0,10936,48301,6895,0,0,0,13600,0,0,0,0,187156,44847,122613,0,0,0,13600,0,0,0,0,28824,17169,4019,19675,15698,58,5,63,0.843835616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","AUDI",2014-11-05,"2014","11","5","Mercredi",0,"Jour Ordinaire",1.2425,387669.768,462483.232,6540.945,3600.055,3884.43056641399,2310.83349485234,45031,62445,74700,0,0,20878,0,38740,38740,0,346,346,0,0,10936,48301,255324,0,0,0,14150,0,0,0,0,187156,44847,113,89200,0,0,14150,0,0,0,0,28824,16930,4079,19528,15408,57,10,67,0.846575342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","AUDI",2014-11-06,"2014","11","6","Jeudi",0,"Jour Ordinaire",1.2425,197339.472,235422.528,1361.595,749.405,1037.31426723569,617.094452438454,45031,6789,123500,0,0,20887,7700,40610,48310,42,416,458,0,0,10936,48301,85100,10138,0,0,14500,0,0,0,0,187156,44847,113,297011,0,0,14500,0,0,0,0,28824,17030,4116,19108,15317,2,1,3,0.849315068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","AUDI",2014-11-07,"2014","11","7","Vendredi",0,"Jour Ordinaire",1.2425,261236.472,311650.528,3361.095,1849.905,2152.75021545961,1280.66320632605,45031,13251,107700,0,0,22500,59000,46600,105600,321,386,707,0,0,10936,48301,845520,103746,0,0,14180,0,0,0,0,187156,44847,5791,114250,0,0,14180,0,0,0,0,28824,17981,4290,19543,15726,42,3,45,0.852054794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","AUDI",2014-11-08,"2014","11","8","Samedi",0,"Jour Ordinaire",1.2425,282564.96,337095.04,3666.825,2018.175,2500.41272665181,1487.48635891726,45031,14401,0,0,0,16881,0,14800,14800,0,145,145,0,0,10936,48301,86849,0,0,0,0,0,0,0,0,187156,44847,120,168100,0,0,0,0,0,0,0,28824,19468,4617,20373,16592,24,10,34,0.854794520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","AUDI",2014-11-09,"2014","11","9","Dimanche",1,"Jour Ordinaire",1.2462,287212.056,342638.944,3505.575,1929.425,1743.00162532743,1036.90527312142,45031,0,0,0,0,16271,153800,14900,168700,657,169,826,0,0,25745,48301,42300,0,0,0,0,0,0,0,0,62423,44847,3403,0,0,0,0,0,0,0,0,11946,26036,6411,26085,21471,24,11,35,0.857534246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","AUDI",2014-11-10,"2014","11","10","Lundi",0,"Jour Ordinaire",1.2462,328972.992,392459.008,2885.085,1587.915,2242.99613874812,1334.35017504473,45031,0,0,0,0,13079,0,0,0,0,0,0,0,0,25745,48301,76500,0,0,0,15330,0,0,0,0,62423,44847,113,0,0,0,15330,0,0,0,0,11946,20933,5212,22610,18248,46,17,63,0.86027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","AUDI",2014-11-11,"2014","11","11","Mardi",1,"11 Novembre",1.2462,326839.368,389913.632,2991.51,1646.49,2080.9796008405,1237.96713096253,45031,0,0,0,0,15748,0,0,0,0,0,0,0,0,25745,48301,872620,0,0,0,17280,0,0,0,0,62423,44847,39832,0,0,0,17280,0,0,0,0,11946,21652,5196,22520,18095,37,11,48,0.863013698630137,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"316","AUDI",2014-11-12,"2014","11","12","Mercredi",0,"Jour Ordinaire",1.2462,366665.04,437424.96,5200.635,2862.365,3367.17919227039,2003.12254978765,45031,122496,89200,0,0,16518,0,0,0,0,0,0,3881.02127659574,887.016170212766,25745,48301,306124,0,0,0,29159,0,0,0,0,62423,44847,47648,0,0,0,29159,0,0,0,0,11946,17021,4277,20061,15977,59,7,66,0.865753424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","AUDI",2014-11-13,"2014","11","13","Jeudi",0,"Jour Ordinaire",1.2462,382118.88,455861.12,5430.255,2988.745,3612.00746236643,2148.76998957365,45031,0,203240,0,0,25138,0,0,0,0,0,0,3881.02127659574,887.016170212766,25745,48301,866744,127235,0,0,35255,0,0,0,0,62423,44847,70113,97700,0,0,35255,0,0,0,0,11946,15974,4017,19142,15114,71,15,86,0.868493150684931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","AUDI",2014-11-14,"2014","11","14","Vendredi",0,"Jour Ordinaire",1.2462,503102.976,600193.024,6740.895,3710.105,7249.38221910811,4312.63088951727,45031,73825,21136,0,0,10640,0,0,0,0,0,0,3881.02127659574,887.016170212766,25745,48301,54500,98746,0,0,30944,0,0,0,0,62423,44847,50739,108000,0,0,30944,0,0,0,0,11946,18508,4556,22382,16557,52,3,55,0.871232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","AUDI",2014-11-15,"2014","11","15","Samedi",0,"Jour Ordinaire",1.2462,700904.376,836166.624,9507.3,5232.7,7088.75646498349,4217.07521760581,45031,3214,0,0,0,5390,0,0,0,0,0,0,3881.02127659574,887.016170212766,25745,48301,16302,0,0,0,141796,0,0,0,0,62423,44847,695874,84000,0,0,141796,0,0,0,0,11946,21557,5393,24046,18161,31,9,40,0.873972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","AUDI",2014-11-16,"2014","11","16","Dimanche",1,"Jour Ordinaire",1.2237,8413763.16,10037471.84,124578.525,68566.475,18246.0264351774,10854.4941950896,45031,0,0,0,0,5000,368250,1020,369270,1158,2,1160,3881.02127659574,887.016170212766,21323,48301,22368,0,0,0,215935,0,0,0,0,2308,44847,47596,0,0,0,215935,0,0,0,0,7593,27767,6880,78497,23118,25,9,34,0.876712328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","AUDI",2014-11-17,"2014","11","17","Lundi",0,"Jour Ordinaire",1.2237,316594.416,377691.584,3940.305,2168.695,2265.26588363671,1347.59836458771,45031,0,6001,0,0,28830,105400,24327,129727,290,112,402,3881.02127659574,887.016170212766,21323,48301,196924,0,0,0,342080,0,0,0,0,2308,44847,47846,0,0,0,342080,0,0,0,0,7593,21103,5279,25054,19923,56,13,69,0.879452054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","AUDI",2014-11-18,"2014","11","18","Mardi",0,"Jour Ordinaire",1.2237,329505.144,393093.856,4867.17,2678.83,2595.31808181181,1543.94520656428,45031,4753,0,0,0,27380,0,41667,41667,0,193,193,3881.02127659574,887.016170212766,21323,48301,62529,0,0,0,257615,0,0,0,0,2308,44847,3919,0,0,0,257615,0,0,0,0,7593,19632,4700,24045,19221,59,14,73,0.882191780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
